4.786713302117503489e-03,1.006360496694918671e+00,5.774073526717656002e-02
4.957576399339682846e-03,9.774105417574457944e-01,5.180262207652608364e-02
5.134538503573508536e-03,9.864421803000255062e-01,4.713059156703430091e-02
5.317817320614631922e-03,9.766462364951196129e-01,4.228709025787756592e-02
5.507638327329202402e-03,9.948729366074585689e-01,3.940919164463334984e-02
5.704235049044445796e-03,1.009109102767922650e+00,3.489225375404107071e-02
5.907849346840783264e-03,1.046098622055498639e+00,3.210294705094172973e-02
6.118731715098919832e-03,1.045404314985551419e+00,3.010177692376038439e-02
6.337141589667946544e-03,9.862412716423888392e-01,2.753512887158943157e-02
6.563347667033632947e-03,1.035250146525876769e+00,2.543087103760655748e-02
6.797628234879475248e-03,1.004876991476822523e+00,2.340540565097723458e-02
7.040271514447240739e-03,1.011604938909798079e+00,2.153229977846612270e-02
7.291576015118171605e-03,1.020993614139372729e+00,2.005836867441408364e-02
7.551850901651048671e-03,9.981808281937363247e-01,1.864197500146942688e-02
7.821416374528945489e-03,1.010141332410747994e+00,1.731079387710214579e-02
8.100604063882537245e-03,9.814124634114678170e-01,1.606646263348739112e-02
8.389757437474654883e-03,9.759510258352361856e-01,1.497681126764438542e-02
8.689232223247932152e-03,1.014245850484619460e+00,1.392433422301453914e-02
8.999396846955422247e-03,9.961039056958111981e-01,1.307664196144499302e-02
9.320632885412561547e-03,9.967587948384840635e-01,1.220335937194865633e-02
9.653335535928101244e-03,1.011015974629345449e+00,1.133250382491080011e-02
9.997914102491501503e-03,9.972173802229198358e-01,1.065425630224941904e-02
1.035479249931491735e-02,4.390747340807627519e-01,6.545344645941203986e-03
1.072440977234927206e-02,2.301016969245668620e-01,4.480558131930938333e-03
1.110722063941599683e-02,1.430092564048173753e-01,3.386373670805973950e-03
1.116877088782397207e-02,1.408710667775453784e-01,6.453663270614777223e-03
1.150369604961890002e-02,1.002904041303076949e-01,2.651619795992575263e-03
1.156744335170734744e-02,9.161743182007016373e-02,4.822942619048217402e-03
1.191432376272445227e-02,6.913068863349670912e-02,2.159392785393561380e-03
1.198034654295143317e-02,5.579630592885539975e-02,3.719732969109244575e-03
1.233960894922316379e-02,5.444289521758021583e-02,1.719658226703958551e-03
1.240798843143015029e-02,5.044306962103749237e-02,2.860715882974286355e-03
1.278007481181036090e-02,4.126040448269591848e-02,1.441499208611511477e-03
1.285089511914701971e-02,4.023244936549270900e-02,2.301997489778289177e-03
1.323626322905087187e-02,2.844704672636187356e-02,1.200461016037321317e-03
1.330961148746670139e-02,2.408727037690329767e-02,1.768441355793782394e-03
1.370873542201952837e-02,2.251319721224569192e-02,9.850611001427905106e-04
1.378470186744965367e-02,2.236498797014907849e-02,1.416103381389884888e-03
1.419807264473756797e-02,1.747689416694277534e-02,8.596402645101672985e-04
1.427675073411457246e-02,1.646635297615349491e-02,1.157622170324128577e-03
1.470487689925437796e-02,1.237830859844057420e-02,7.112639923476518156e-04
1.478636342548272573e-02,1.175771626185130418e-02,9.236824336636198767e-04
1.522977167625429173e-02,1.057094406233160394e-02,6.127599089987272474e-04
1.531416688728878470e-02,8.449307791507727067e-03,7.437935817003225392e-04
1.577340272209952488e-02,7.372580063304299408e-03,5.268245458408822145e-04
1.586081044427432515e-02,7.561863426823889865e-03,5.959655654484388894e-04
1.633643883325296836e-02,5.767292873739328536e-03,4.608603351741665812e-04
1.642696659901285786e-02,5.993542537346211937e-03,4.761387649446344639e-04
1.691957267905808832e-02,4.447912016976523532e-03,3.831094145363067235e-04
1.701333185924914365e-02,3.988724988448726430e-03,3.838808347719539988e-04
1.752352165388822158e-02,2.799325245007010850e-03,3.354341897031959830e-04
1.762062759477066309e-02,3.356429960785321711e-03,3.073562524826770211e-04
1.814902875971358132e-02,1.989043054214019793e-03,2.706711085184704659e-04
1.824960092486529670e-02,2.270166402035506559e-03,2.444148056522970269e-04
1.879686352017172213e-02,2.133630330881397009e-03,2.186958166922695632e-04
1.890102563745709591e-02,1.735153382273959145e-03,1.928600619482931952e-04
1.946782292726601665e-02,9.501163893929357373e-04,1.859942633877264867e-04
1.957570314105086876e-02,9.899483422959947602e-04,1.514327986471237857e-04
2.016273242185683684e-02,6.733119006160968954e-04,1.494491492240022533e-04
2.027446345065668856e-02,6.076405888235487333e-04,1.172658490946528744e-04
2.088244690915160365e-02,5.904305439784779007e-04,1.181863348440478982e-04
2.099816620890725127e-02,5.784756215844149684e-04,9.037954274843961236e-05
2.162785181044305644e-02,3.190584478625123691e-04,9.484206520920721289e-05
2.174770174362433001e-02,4.171791832504401568e-04,6.807157762685489566e-05
2.239986415238964454e-02,7.276042004036024262e-05,7.554746603890120948e-05
2.252399216313536595e-02,1.995883371656291029e-04,4.990322470351322206e-05
2.319943369517807330e-02,1.076066806265696168e-04,5.797300384950104910e-05
2.332799249068766290e-02,1.112904983521250968e-04,3.645338031943344212e-05
2.402754410095591514e-02,1.185626180593897809e-04,4.425594669711423125e-05
2.416069183935586756e-02,9.924749699724913499e-05,2.589048712745974589e-05
2.488521414397180248e-02,5.830889306592191212e-05,3.436724940293195272e-05
2.502311462888804489e-02,5.795495554563836376e-05,1.868179501100278612e-05
2.577349896391187625e-02,1.813459630884043682e-05,2.869495684710973097e-05
2.591632184598752914e-02,4.275386876252206100e-05,1.500542351643054485e-05
2.669349136397447531e-02,-1.223316918268198461e-05,2.892338203173506415e-05
2.684141234958075523e-02,4.702687861389692205e-05,1.449978349861067066e-05
2.764632315527991088e-02,4.451440422800512106e-05,3.583968581361817585e-05
2.779952422267710846e-02,3.503442894916497600e-05,1.580952280229513880e-05
2.863316654926942317e-02,8.084573220289872453e-05,4.323010559045532917e-05
2.879183617248375071e-02,6.707200080610699615e-05,1.714550831248623172e-05
2.965523559980614079e-02,1.792188502866875533e-04,5.555751918805748574e-05
2.981956898049795135e-02,9.601835442656397239e-05,1.907719588246531518e-05
3.071378769675225245e-02,1.781937234273424375e-04,6.714350269549341729e-05
3.088398700436088828e-02,9.630059194656881167e-05,2.051296206150089152e-05
3.181012511285988970e-02,1.409732640108726461e-04,8.168650738537009120e-05
3.190508767471289531e-02,9.563711513251377185e-05,3.231401770709169563e-05
3.198639973332050024e-02,1.056912117950785336e-04,2.111731217007307027e-05
3.294559660587868116e-02,-1.004458172469833819e-07,9.489750850848522093e-05
3.304394888347488707e-02,1.079946999275193276e-04,3.084107858133540675e-05
3.312816339921713371e-02,1.338381577095003815e-04,2.263439397829231916e-05
3.412159907785100588e-02,2.729262566063658715e-04,1.038744681742944731e-04
3.422346206806112234e-02,1.354892440005702131e-04,2.948550543587724357e-05
3.431068264497365988e-02,1.328841174047321733e-04,2.256488226737392766e-05
3.533957929363622935e-02,3.575238802494259421e-06,1.215907886077770007e-04
3.544507831234881834e-02,1.633940705593492175e-04,2.746212255141143799e-05
3.553541225264289505e-02,1.617974619636604501e-04,2.307582371454549477e-05
3.660103566077824166e-02,3.082233078307065020e-04,1.302495247872376518e-04
3.671030049706824894e-02,1.774309548297299988e-04,2.619285339182692734e-05
3.680385893313817269e-02,1.479932180569901255e-04,2.329890998037742011e-05
3.790752007290577874e-02,7.008216480519964965e-05,1.388370678633877328e-04
3.802068514870619864e-02,1.686782759254416885e-04,2.347174775066018752e-05
3.811758317984882682e-02,1.676899671125551324e-04,2.374902435566287814e-05
3.926063981893346960e-02,2.420495523675832725e-04,1.527138641940061913e-04
3.937784435440658259e-02,1.030457585386448466e-04,2.156204812376340851e-05
3.947820118842100545e-02,1.754327006357798589e-04,2.277061174376290571e-05
4.066205956041242520e-02,-1.044543366325998470e-04,1.574732503516576598e-04
4.078344774522391775e-02,1.671966599104714451e-04,2.003001774748970932e-05
4.088738684506561250e-02,1.373089461863028589e-04,2.286911914436489345e-05
4.211350337946283273e-02,1.932456880047330296e-04,1.723421015110678867e-04
4.223922455016965172e-02,1.455339604557421911e-04,1.794198066708737121e-05
4.234687378583953249e-02,1.651536148946960829e-04,2.109037892532725564e-05
4.361675689980813037e-02,1.593647486206386252e-04,1.639261366720834293e-04
4.374696572357823776e-02,1.556281140483054351e-04,1.609905198454146755e-05
4.385845752943339643e-02,1.396139602130704255e-04,1.938133428935701552e-05
4.517366948352007083e-02,1.633707452067134516e-04,1.681019397727466914e-04
4.530852614841014703e-02,1.169621112601621036e-04,1.422947541000350104e-05
4.542399768608981758e-02,1.459516158578238977e-04,1.878209613322450987e-05
4.678615650617731769e-02,1.062785324773658172e-04,1.683777539404023688e-04
4.692582691820240681e-02,1.144834712402207358e-04,1.243115477611163380e-05
4.704542024536969430e-02,1.000366297515607565e-04,1.717731223718647947e-05
4.845620171323637010e-02,2.777037753487300652e-04,1.772661808536573063e-04
4.860085770047405801e-02,1.012569831796855408e-04,1.087939239008798735e-05
4.872471994558089797e-02,1.231765397966018004e-04,1.550801472712629532e-05
5.018585966051382352e-02,2.462678454152321156e-04,1.687197091130029989e-04
5.033567918449398382e-02,8.853010195107429965e-05,9.401572955341473025e-06
5.046396272778438941e-02,8.863817964245829901e-05,1.422412534523930950e-05
5.197725824178246745e-02,-1.051138199761538790e-04,1.643538106396766178e-04
5.213242561642254802e-02,8.335667539108655613e-05,7.976604120055331276e-06
5.226528827739680694e-02,6.684519326500453287e-05,1.304952023740044731e-05
5.383260130659048293e-02,1.617951488284311110e-04,1.594920232226198554e-04
5.399330742494582586e-02,6.829898588895729373e-05,6.652033078833410048e-06
5.413091265651631678e-02,4.344108697667656592e-05,1.165189343207757814e-05
5.575417137152458708e-02,-1.734375814686814452e-04,1.501819914225444746e-04
5.592061394063257973e-02,4.941178789691071739e-05,5.507295466038663718e-06
5.606313103021007271e-02,3.089080276505883798e-05,1.033660210826332886e-05
5.774433242825233181e-02,1.695245064145500769e-04,1.519456259210174188e-04
5.791671621235952583e-02,4.072046284546624825e-05,4.443327095916485428e-06
5.806432049011715085e-02,3.187592867124435837e-05,9.091586205787006425e-06
5.980553285179842499e-02,1.734591869727025596e-04,1.303497836749098590e-04
5.998406992426956463e-02,2.906887226087649382e-05,3.485339824015108894e-06
6.013694297884109030e-02,2.564605514811947094e-05,7.593057032745099493e-06
6.194030841263276077e-02,-6.627394690393259048e-05,1.123469931662667411e-04
6.212521841685185453e-02,1.923437714748755918e-05,2.648898405270089790e-06
6.228354831872909281e-02,1.603367194344987008e-05,6.266183108767058171e-06
6.415128539627573678e-02,-4.053836350556714251e-05,9.837208938545410235e-05
6.434279581586008212e-02,8.491106066417420894e-06,1.929154254379673584e-06
6.450677734876472669e-02,6.598282051326470429e-06,5.411271769848803828e-06
6.663953027291827369e-02,5.417262218083761980e-06,1.320501718524888302e-06
6.680936517343258330e-02,2.783959896757573717e-06,4.086618665201018094e-06
6.901824732180128485e-02,3.718486760288348961e-06,9.433256244572319040e-07
6.919414452755234812e-02,-4.793373097490043770e-07,3.535571133998928270e-06
7.148187335451827717e-02,2.396226329301496012e-06,5.692666420509186541e-07
7.166404926122144081e-02,6.054027638765949517e-06,2.813711947293997601e-06
7.403343922147621881e-02,2.428065544506789175e-06,6.532892437754774061e-07
7.422211794915359317e-02,1.111852733196561891e-06,2.904387226163906512e-06
7.667608396015225536e-02,1.647032005667370078e-06,7.379508527010736930e-07
7.687149762885414628e-02,6.685245529547382177e-07,4.329121080330745193e-06
7.941305865686201781e-02,2.867554422771183183e-06,8.752471280509648773e-07
7.961544767223005525e-02,-2.638124065736454639e-06,5.597726978537067197e-06
8.224773044637481711e-02,5.899371771848096811e-06,9.929611330562154586e-07
8.245734379539872150e-02,4.542680763538607425e-06,7.472324752853414934e-06
8.518358665429640042e-02,7.828929194960299398e-06,1.074472646648506135e-06
8.540068221162755435e-02,1.431464813495071532e-05,8.605380756988104468e-06
8.822423908731519271e-02,7.474067904626840569e-06,1.102681111095705225e-06
8.844908393251416090e-02,1.102067093116977580e-05,9.740837631023908995e-06
9.137342847658994072e-02,8.407326789122527170e-06,1.041640809767065439e-06
9.160629922269843128e-02,2.435613073147310372e-06,1.116881566562107513e-05
9.463502907974555289e-02,1.062378931506911887e-05,1.047650216599890945e-06
9.487621221358674695e-02,1.193203699717707787e-06,1.118966876974847843e-05
9.801305344713839851e-02,9.406235988452482815e-06,9.550014584236417915e-07
9.826284568176441025e-02,-2.410408686354519069e-05,1.196749701142670856e-05
1.015116573582547782e-01,6.688382017267546028e-06,8.451671874630615339e-07
1.017703659979747460e-01,1.659674574294598077e-05,1.059022362219048604e-05
1.051351449343156663e-01,5.367417680531583721e-06,7.586917423991754390e-07
1.054030882527536989e-01,1.296912588939869698e-05,9.686680833849846975e-06
1.088879739333771524e-01,2.713267773058877913e-06,5.926918466067110868e-07
1.091654815650252713e-01,6.664366030114485718e-06,8.478419008174283304e-06
1.127747612344412315e-01,3.329583881119979395e-06,5.067844021653017844e-07
1.130621745801886624e-01,8.526732786376768893e-06,7.868956297815274858e-06
1.168002885173232697e-01,1.140463418123731814e-06,3.934590881999129091e-07
1.170979611644614449e-01,3.688509710440227791e-06,7.544663276778325163e-06
1.209695081452641652e-01,1.212481738751773789e-06,3.076214775429123936e-07
1.212778063024837066e-01,-1.322922127605287349e-05,7.125798290151055587e-06
1.252875492575238059e-01,2.209699554428950684e-06,4.051404085254574028e-07
1.256068522054391012e-01,3.868670738746051647e-06,8.600942127098375387e-06
1.297597240794516604e-01,1.511771310609020479e-06,4.037030901306725478e-07
1.300904246372068807e-01,-1.225628643106030989e-05,1.028692475886127152e-05
1.343915344577967796e-01,2.837381460501041392e-06,4.458749644608369197e-07
1.347340394663275043e-01,8.497733925130774373e-06,1.152761549865411067e-05
1.391886786292980127e-01,2.551369795518496455e-06,4.530025464982119856e-07
1.395434094518430701e-01,-1.717032515600870066e-06,1.369235978867190360e-05
1.441570582308805970e-01,2.723044909365202679e-06,4.269938726928818487e-07
1.445244512713598772e-01,-8.751735832552333202e-06,1.423905706713631214e-05
1.493027855600837506e-01,1.692077999063865215e-06,3.934575906724828265e-07
1.496832927999796614e-01,-1.685753255825740623e-05,1.462168500265513820e-05
1.546321910946516498e-01,1.515879654024360093e-06,3.752541437117081270e-07
1.601518312805379485e-01,1.731146216915207213e-06,3.620882080235466090e-07
1.658684965979054238e-01,1.964724876502404926e-06,2.985045812486430547e-07
1.717892199150440335e-01,1.864186973721280051e-06,3.500724618563807939e-07
1.779212851404841922e-01,1.780578466285060012e-06,3.627128600506151372e-07
1.842722361839497780e-01,1.394710941921754540e-06,4.039874725940657581e-07
1.908498862371749427e-01,2.780805365695132410e-06,4.204017864081768651e-07
1.976623273860022567e-01,1.581115234130197205e-06,4.821923558277877481e-07
2.047179405655875917e-01,1.096644555020450086e-06,4.669257954948952047e-07
2.120254058709588052e-01,1.391968997530032194e-06,5.181415557113784326e-07
2.195937132356124977e-01,2.220245795444040650e-06,6.469314615292703263e-07
2.274321734912868598e-01,1.795281553041487344e-06,5.670732489337369186e-07
2.355504298225158388e-01,1.292659623110336938e-06,6.412968405068007537e-07
2.439584696300570177e-01,2.438263736299952760e-06,7.041606859262060402e-07
2.526666368177879485e-01,2.047496360267834586e-06,7.370368968321036780e-07
2.616856445181866553e-01,2.145841138406114554e-07,7.081421715735503880e-07
2.710265882720521713e-01,9.446190394287815830e-07,8.375637297574316493e-07
2.807009596786785299e-01,8.034616576522173264e-07,7.573672659778799400e-07
2.907206605332754989e-01,7.861910919982649241e-07,9.277243319105842271e-07
3.010980174690290889e-01,1.446854467793099150e-06,9.849140594315880125e-07
3.118457971218146496e-01,-1.170231077210730131e-07,1.058436618015357721e-06
3.229772218362177427e-01,1.067339603119200739e-06,1.135395651013375884e-06
3.345059859321870555e-01,1.766066314386124529e-06,1.174831384552164774e-06
3.464462725523296815e-01,4.100064212373650077e-06,1.284476936869883276e-06
3.588127711105750794e-01,3.915220309285716169e-06,1.358036534105038574e-06
3.716206953636748134e-01,9.562354285328417754e-07,1.481737430117276132e-06
3.848858021277689057e-01,1.608150328752645455e-06,1.510474337686287225e-06
3.986244106630456585e-01,-1.377454436823667637e-07,1.528338891941223633e-06
4.128534227503423137e-01,-7.573964046224119835e-08,1.610126502757651962e-06
4.275903434843866813e-01,3.134115164110933512e-06,1.786680708271782256e-06
