---------- Fitting Biases ----------
Layer 1 - thick: 3.3199374809904043
Layer 1 - sld: 0.2709992874562559
Layer 2 - thick: 0.2067340707099543
Layer 2 - sld: -0.009755364379410603
Layer 3 - thick: -2.9402784982584436
Layer 3 - sld: 0.13421797717050998
Layer 4 - thick: 0.1901771752453385
Layer 4 - sld: -0.14766607277841226
Layer 5 - thick: -1.4512136753841425
Layer 5 - sld: -0.023138292561170726
