
0.00505    0    0
0.005151    0    0
0.00525402    0    0
0.0053591    0    0
0.00546628    0    0
0.00557561    0    0
0.00568712    0    0
0.00580086    0    0
0.00591688    0    0
0.00603522    0    0
0.00615592    0    0
0.00627904    0    0
0.00640462    0    0
0.00653271    0.484349    0.0824037
0.00666337    0.641934    0.0873158
0.00679664    0.690548    0.0853387
0.00693257    0.709214    0.0814673
0.00707122    0.757836    0.0823685
0.00721264    0.700793    0.0740917
0.0073569    0.655372    0.0674878
0.00750403    0.769508    0.0704281
0.00765412    0.884371    0.0726872
0.0078072    0.727822    0.0618727
0.00796334    0.787913    0.0615811
0.00812261    0.780142    0.0590896
0.00828506    0.831261    0.058447
0.00845076    0.794523    0.054374
0.00861978    0.820341    0.0534188
0.00879217    0.744988    0.0486102
0.00896802    0.869661    0.0513822
0.00914738    0.810964    0.0480186
0.00933032    0.815544    0.0463824
0.00951693    0.793904    0.0441905
0.00970727    0.761368    0.0413752
0.00990141    0.900368    0.0455899
0.0100994    0.776891    0.0398672
0.0103014    0.873894    0.0425424
0.0105075    0.822064    0.0396874
0.0107176    0.813331    0.0384434
0.010932    0.817309    0.0378218
0.0111506    0.806977    0.0366323
0.0113736    0.832576    0.0367972
0.0116011    0.819757    0.0358728
0.0118331    0.841966    0.0360141
0.0120698    0.81517    0.0351467
0.0123112    0.765464    0.0326961
0.0125574    0.823951    0.0342758
0.0128085    0.807102    0.0335173
0.0130647    0.774293    0.0321331
0.013326    0.798594    0.0328859
0.0135925    0.725915    0.0298832
0.0138644    0.748805    0.0307674
0.0141417    0.717292    0.0295531
0.0144245    0.699817    0.028594
0.014713    0.659762    0.0272774
0.0150072    0.650977    0.0305089
0.0153074    0.597121    0.0284915
0.0156135    0.5493    0.026516
0.0159258    0.517822    0.0251022
0.0162443    0.486705    0.0236724
0.0165692    0.457836    0.0223183
0.0169006    0.448964    0.0219953
0.0172386    0.431343    0.0212888
0.0175834    0.417935    0.0208253
0.017935    0.393126    0.0197237
0.0182937    0.38017    0.0191743
0.0186596    0.365838    0.0186275
0.0190328    0.318993    0.0164788
0.0194135    0.283807    0.0148392
0.0198017    0.24178    0.0130176
0.0201978    0.197974    0.0109214
0.0206017    0.156741    0.00894406
0.0210138    0.1263    0.00746955
0.021434    0.0925435    0.00586235
0.0218627    0.0792749    0.0051278
0.0223    0.0664347    0.00448003
0.022746    0.0556757    0.0039425
0.0232009    0.0492565    0.00359197
0.0236649    0.0428981    0.00318794
0.0241382    0.0349024    0.0027121
0.024621    0.0261314    0.0022055
0.0251134    0.0205927    0.00188407
0.0256157    0.0105536    0.00121203
0.026128    0.00719787    0.000944351
0.0266505    0.00370602    0.000656575
0.0271835    0.00112433    0.000345837
0.0277272    0.00123653    0.000358288
0.0282818    0.00102861    0.000321133
0.0288474    0.00140139    0.000372069
0.0294243    0.00208066    0.000465914
0.0300128    0.00120684    0.00034922
0.0306131    0.00354447    0.000626464
0.0312253    0.00395261    0.000648778
0.0318498    0.00604207    0.000836518
0.0324868    0.00751876    0.000944331
0.0331366    0.00771006    0.000979136
0.0337993    0.00826564    0.00102888
0.0344753    0.00739238    0.000958515
0.0351648    0.00648392    0.000912082
0.0358681    0.00479309    0.00080108
0.0365855    0.00332848    0.000686281
0.0373172    0.00432945    0.000805779
0.0380635    0.00504728    0.000907207
0.0388248    0.00355562    0.000800483
0.0396013    0.00330803    0.0008102
0.0403933    0.00265474    0.000749312
0.0412012    0.00265213    0.000774224
0.0420252    0.00157127    0.000615765
0.0428657    0.000801358    0.000475105
0.043723    0.000283233    0.000288926
0.0445975    0    0
0.0454894    0    0
0.0463992    0    0
0.0473272    0.000832029    0.000604928
0.0482737    0.000306548    0.000353931
0.0492392    0    0
0.050224    0    0
0.0512285    0    0
0.0522531    0    0
0.0532981    0    0
0.0543641    0    0
0.0554514    0    0
0.0565604    0    0
0.0576916    0    0
0.0588454    0    0
0.0600223    0    0
0.0612228    0    0
0.0624472    0    0
0.0636962    0    0
0.0649701    0    0
0.0662695    0    0
0.0675949    0    0
0.0689468    0    0
0.0703257    0    0
0.0717322    0    0
0.0731669    0    0
0.0746302    0    0
0.0761228    0    0
0.0776453    0    0
0.0791982    0    0
0.0807822    0    0
0.0823978    0    0
0.0840458    0    0
0.0857267    0    0
0.0874412    0    0
0.08919    0    0
0.0909738    0    0
0.0927933    0    0
0.0946492    0    0
0.0965422    0    0
0.098473    0    0
0.100442    0    0
0.102451    0    0
0.1045    0    0
0.10659    0    0
0.108722    0    0
0.110897    0    0
0.113115    0    0
0.115377    0    0
0.117684    0    0
0.120038    0    0
0.122439    0    0
0.124888    0    0
0.127385    0    0
0.129933    0    0
0.132532    0    0
0.135182    0    0
0.137886    0    0
0.140644    0    0
0.143457    0    0
0.146326    0    0
0.149252    0    0
0.152237    0    0
0.155282    0    0
0.158388    0    0
0.161555    0    0
0.164786    0    0
0.168082    0    0
0.171444    0    0
0.174873    0    0
0.17837    0    0
0.181938    0    0
0.185576    0    0
0.189288    0    0
0.193074    0    0
0.196935    0    0
0.199442    0    0
