1.515597660657596076e+06 -1.662309782850443014e+02 -1.564341383915669750e+06 -4.606249150052528421e+03 4.756951797879361402e+04 -1.329950127286813633e+01 -4.363493266254232594e+02 -7.566485028262955659e+00 5.712127576950202865e+02 -2.921835421110566156e+00
-1.662309782850442730e+02 2.250332649569408705e-02 1.712108177391547486e+02 4.814959596157388222e-01 -4.816617061183025683e+00 1.159741784634444597e-03 3.061121446357282019e-02 7.192316646893620082e-04 -4.308623214858100375e-02 1.128277577699827577e-04
-1.564341383915669518e+06 1.712108177391547201e+02 1.614704049818559783e+06 4.757212006444156032e+03 -4.915271183582081721e+04 1.379728712162455118e+01 4.548823540683795272e+02 7.862308140671110834e+00 -5.948714391862121147e+02 3.052890559547629667e+00
-4.606249150052527511e+03 4.814959596157387112e-01 4.757212006444156032e+03 1.416372448630271208e+01 -1.475505984300001217e+02 4.368333578692934482e-02 1.545036142780554567e+00 2.524675260310058414e-02 -1.989283538173463928e+00 1.086809805592740472e-02
4.756951797879360674e+04 -4.816617061183024795e+00 -4.915271183582080994e+04 -1.475505984300001501e+02 1.548721420521143273e+03 -4.875431705830695628e-01 -1.809891505273925105e+01 -2.875861447035488183e-01 2.309589585183262272e+01 -1.291164414792664861e-01
-1.329950127286813633e+01 1.159741784634444597e-03 1.379728712162455473e+01 4.368333578692934482e-02 -4.875431705830695628e-01 3.290072583043237068e-04 1.318911067528999621e-02 2.181921840682916696e-04 -1.658071920019462200e-02 9.983275987017265938e-05
-4.363493266254232594e+02 3.061121446357282366e-02 4.548823540683796409e+02 1.545036142780554567e+00 -1.809891505273925461e+01 1.318911067528999621e-02 3.451352507761621613e+00 2.263437372270697343e-02 -3.656539819922595580e+00 3.277190291771139852e-02
-7.566485028262954771e+00 7.192316646893620082e-04 7.862308140671110834e+00 2.524675260310059108e-02 -2.875861447035488183e-01 2.181921840682916967e-04 2.263437372270697343e-02 3.415893159233570806e-04 -2.598415294932176003e-02 1.598579431801381960e-04
5.712127576950202865e+02 -4.308623214858101069e-02 -5.948714391862123421e+02 -1.989283538173463706e+00 2.309589585183262628e+01 -1.658071920019462200e-02 -3.656539819922595580e+00 -2.598415294932176003e-02 3.912869656830713971e+00 -3.388916149425494351e-02
-2.921835421110566156e+00 1.128277577699827712e-04 3.052890559547630556e+00 1.086809805592740819e-02 -1.291164414792665138e-01 9.983275987017265938e-05 3.277190291771139158e-02 1.598579431801381418e-04 -3.388916149425493657e-02 4.465745255317062437e-04
