2.580224660025967509e+01 4.957527427550152167e-03 2.816465907869119434e+00 -7.895060358720683569e-01 -9.086384489434051304e+00 -1.848108537657765227e-02 -2.917590111954170840e-01 -2.207117727935278481e-02 4.414801826804211626e-01 -2.163727668146674978e-03
4.957527427550153035e-03 2.521573880231800253e-04 3.369674513168704165e-03 2.318663188234984344e-03 2.139917469793655228e-02 7.739927188041418715e-05 1.775766201226447417e-03 5.979768633803106268e-05 -2.035566797186661673e-03 5.295791037544525048e-05
2.816465907869119434e+00 3.369674513168703298e-03 2.723051384706518974e+00 -3.213086249001530503e-01 -4.765614604849276681e+00 -9.092457620185500147e-03 -8.763025486415260135e-02 -9.223357391998624269e-03 2.099369851362563044e-01 -1.697069080132396430e-03
-7.895060358720681348e-01 2.318663188234984778e-03 -3.213086249001529948e-01 1.392205493898938939e-01 1.561134241435796266e+00 1.492941123934825526e-03 6.283778863578592944e-02 2.309631179056838724e-03 -8.865659874314976707e-02 1.089209160532704371e-03
-9.086384489434049527e+00 2.139917469793655228e-02 -4.765614604849276681e+00 1.561134241435796488e+00 1.831152313021843980e+01 1.990195934313192250e-02 6.714909595030383871e-01 2.911787959281116056e-02 -1.021834864882893212e+00 1.115085138864715768e-02
-1.848108537657764880e-02 7.739927188041418715e-05 -9.092457620185500147e-03 1.492941123934825743e-03 1.990195934313192250e-02 1.943671332195120050e-04 1.246861502500141257e-03 1.382396887508232904e-04 -2.077578180957703746e-03 6.993447688245369028e-05
-2.917590111954170284e-01 1.775766201226447417e-03 -8.763025486415260135e-02 6.283778863578594331e-02 6.714909595030382761e-01 1.246861502500141473e-03 7.272847470294108163e-01 8.594800598616683662e-03 -7.492194432010059746e-01 1.379348693124437912e-02
-2.207117727935278481e-02 5.979768633803106268e-05 -9.223357391998624269e-03 2.309631179056839158e-03 2.911787959281115709e-02 1.382396887508232904e-04 8.594800598616681928e-03 4.353998833438424052e-04 -1.078212036004955361e-02 1.906260837297419177e-04
4.414801826804211626e-01 -2.035566797186662107e-03 2.099369851362563044e-01 -8.865659874314979483e-02 -1.021834864882893212e+00 -2.077578180957703746e-03 -7.492194432010058636e-01 -1.078212036004955361e-02 8.050283097778305752e-01 -1.388968497179376288e-02
-2.163727668146676279e-03 5.295791037544524371e-05 -1.697069080132396430e-03 1.089209160532704588e-03 1.115085138864715768e-02 6.993447688245369028e-05 1.379348693124437565e-02 1.906260837297419177e-04 -1.388968497179376288e-02 4.432864317718364215e-04
