4.096753724093110094e+01 3.824186809869707139e-03 -5.833331488569454271e-02 8.983105303447098955e-03 7.356419464265505637e-01 -2.178036826787303412e-02 1.439397454916576877e-03 -1.630477073293147908e-02 2.264316162203320378e-03 2.420560909367654948e-03
3.824186809869705404e-03 1.578246698165667802e-04 1.907527987479400557e-03 4.647592071478223193e-05 -1.169952508398819282e-03 7.867410878003990667e-05 -4.050630293150753553e-06 3.311413495100332940e-05 4.801060017983147106e-07 1.710119164950358263e-06
-5.833331488569450107e-02 1.907527987479400991e-03 1.089253608357298564e+00 -4.355691746661502668e-04 -9.994743146456400718e-01 9.445968598438663757e-04 -3.026802547711744760e-04 6.800138451430224424e-04 -5.228356057848271586e-05 -1.411603004355007067e-04
8.983105303447098955e-03 4.647592071478224548e-05 -4.355691746661500500e-04 4.577102881829854032e-04 5.325937682456961808e-03 -1.855127285494055528e-05 3.639799708943013289e-06 -2.036862480098560951e-06 -5.951329678448821124e-06 -3.070079953672077936e-06
7.356419464265503416e-01 -1.169952508398819499e-03 -9.994743146456400718e-01 5.325937682456962675e-03 1.072323307186477948e+00 -2.690466232331838094e-03 3.040802345904320705e-04 -1.354039678160062635e-03 2.960906274325484345e-05 -4.575672870481041770e-04
-2.178036826787304106e-02 7.867410878003990667e-05 9.445968598438664841e-04 -1.855127285494055528e-05 -2.690466232331837227e-03 1.896788493213394497e-04 -5.843447393635388322e-06 8.946196323761510720e-05 1.011304076266189870e-07 5.303264169247317493e-05
1.439397454916576877e-03 -4.050630293150752706e-06 -3.026802547711744218e-04 3.639799708943015830e-06 3.040802345904319620e-04 -5.843447393635390016e-06 6.845820301733317008e-05 -4.180815245280361964e-06 -5.424078703186849766e-07 8.416223409904772951e-07
-1.630477073293147908e-02 3.311413495100332940e-05 6.800138451430228761e-04 -2.036862480098559257e-06 -1.354039678160062635e-03 8.946196323761510720e-05 -4.180815245280360270e-06 2.174195002744802076e-04 -1.048497459429447391e-06 2.718006353127584896e-05
2.264316162203320378e-03 4.801060017983164047e-07 -5.228356057848279717e-05 -5.951329678448821124e-06 2.960906274325484345e-05 1.011304076266183914e-07 -5.424078703186832825e-07 -1.048497459429448238e-06 8.164953805933550712e-05 3.375712850232570636e-06
2.420560909367654948e-03 1.710119164950354451e-06 -1.411603004355008152e-04 -3.070079953672077089e-06 -4.575672870481042854e-04 5.303264169247317493e-05 8.416223409904768716e-07 2.718006353127584219e-05 3.375712850232569789e-06 2.098324316325671918e-04
